PRODUCT_CATEGORY,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,TIME_BUCKET
Coffee,6.2,Astoria,15/06/2023,03:48.0,01.Morning
Coffee,6.2,Astoria,15/06/2023,09:55.0,01.Morning
Tea,6.2,Hell's Kitchen,20/06/2023,47:13.0,01.Morning
Coffee,6.2,Astoria,03/06/2023,03:55.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,21/05/2023,35:17.0,04.Night
Tea,6.2,Lower Manhattan,25/05/2023,42:42.0,03.Evening
Tea,6.2,Lower Manhattan,08/05/2023,59:21.0,03.Evening
Coffee,6.2,Hell's Kitchen,25/05/2023,39:49.0,02.Afternoon
Tea,6.2,Hell's Kitchen,27/06/2023,12:45.0,02.Afternoon
Tea,6.2,Hell's Kitchen,03/06/2023,12:31.0,01.Morning
Tea,6.2,Lower Manhattan,16/05/2023,39:36.0,02.Afternoon
Tea,6.2,Astoria,08/06/2023,08:52.0,01.Morning
Tea,6.2,Lower Manhattan,07/06/2023,42:21.0,01.Morning
Coffee,6.2,Astoria,26/06/2023,55:25.0,03.Evening
Tea,6.2,Lower Manhattan,07/06/2023,12:59.0,01.Morning
Tea,6.2,Astoria,08/06/2023,01:39.0,01.Morning
Tea,6.2,Lower Manhattan,04/05/2023,50:23.0,02.Afternoon
Coffee,6.2,Astoria,23/05/2023,12:13.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,19/06/2023,20:15.0,01.Morning
Coffee,6.2,Hell's Kitchen,07/06/2023,58:13.0,01.Morning
Coffee,6.2,Astoria,10/05/2023,42:56.0,03.Evening
Tea,6.2,Astoria,06/06/2023,37:42.0,02.Afternoon
Tea,6.2,Astoria,10/05/2023,44:10.0,03.Evening
Tea,6.2,Lower Manhattan,11/05/2023,51:55.0,01.Morning
Tea,6.2,Astoria,18/06/2023,24:11.0,01.Morning
Tea,6.2,Hell's Kitchen,15/05/2023,12:11.0,02.Afternoon
Tea,6.2,Lower Manhattan,21/05/2023,33:55.0,01.Morning
Tea,6.2,Astoria,21/05/2023,43:10.0,01.Morning
Tea,6.2,Lower Manhattan,21/05/2023,18:13.0,01.Morning
Tea,6.2,Lower Manhattan,02/05/2023,41:20.0,02.Afternoon
Tea,6.2,Lower Manhattan,08/06/2023,15:18.0,01.Morning
Tea,6.2,Lower Manhattan,03/05/2023,59:54.0,02.Afternoon
Tea,6.2,Hell's Kitchen,04/06/2023,08:39.0,03.Evening
Tea,6.2,Lower Manhattan,07/06/2023,09:54.0,01.Morning
Tea,6.2,Lower Manhattan,28/05/2023,27:24.0,01.Morning
Coffee,6.2,Hell's Kitchen,18/06/2023,07:37.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,04/05/2023,40:38.0,01.Morning
Tea,6.2,Hell's Kitchen,07/06/2023,51:26.0,02.Afternoon
Tea,6.2,Hell's Kitchen,18/06/2023,31:01.0,01.Morning
Coffee,6.2,Hell's Kitchen,18/06/2023,57:28.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,08/06/2023,31:36.0,01.Morning
Coffee,6.2,Lower Manhattan,06/06/2023,19:09.0,03.Evening
Tea,6.2,Astoria,08/06/2023,30:05.0,01.Morning
Tea,6.2,Hell's Kitchen,07/06/2023,38:24.0,01.Morning
Tea,6.2,Lower Manhattan,20/05/2023,30:26.0,01.Morning
Coffee,6.2,Astoria,05/06/2023,51:22.0,02.Afternoon
Coffee,6.2,Astoria,05/06/2023,45:13.0,02.Afternoon
Tea,6.2,Hell's Kitchen,18/06/2023,45:23.0,01.Morning
Coffee,6.2,Astoria,05/06/2023,24:33.0,01.Morning
Coffee,6.2,Lower Manhattan,28/05/2023,50:18.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,07/06/2023,42:45.0,01.Morning
Tea,6.2,Astoria,22/05/2023,40:54.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,03/05/2023,53:17.0,02.Afternoon
Tea,6.2,Astoria,22/05/2023,52:31.0,02.Afternoon
Tea,6.2,Lower Manhattan,04/05/2023,19:08.0,01.Morning
Tea,6.2,Hell's Kitchen,09/06/2023,47:29.0,01.Morning
Tea,6.2,Lower Manhattan,03/06/2023,43:26.0,02.Afternoon
Tea,6.2,Astoria,22/05/2023,07:06.0,03.Evening
Coffee,6.2,Astoria,18/06/2023,21:18.0,01.Morning
Tea,6.2,Astoria,25/05/2023,04:02.0,03.Evening
Tea,6.2,Astoria,11/05/2023,16:48.0,01.Morning
Coffee,6.2,Hell's Kitchen,16/05/2023,03:09.0,03.Evening
Coffee,6.2,Lower Manhattan,11/05/2023,03:37.0,03.Evening
Coffee,6.2,Hell's Kitchen,05/06/2023,12:23.0,03.Evening
Coffee,6.2,Astoria,07/06/2023,09:30.0,02.Afternoon
Tea,6.2,Astoria,26/05/2023,46:28.0,01.Morning
Tea,6.2,Astoria,16/05/2023,40:12.0,03.Evening
Coffee,6.2,Astoria,03/05/2023,04:47.0,03.Evening
Tea,6.2,Hell's Kitchen,06/06/2023,57:28.0,01.Morning
Tea,6.2,Hell's Kitchen,06/06/2023,00:48.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,06/06/2023,10:16.0,02.Afternoon
Tea,6.2,Astoria,29/06/2023,41:43.0,03.Evening
Tea,6.2,Lower Manhattan,18/06/2023,21:35.0,01.Morning
Coffee,6.2,Hell's Kitchen,07/06/2023,35:40.0,01.Morning
Coffee,6.2,Lower Manhattan,11/05/2023,33:07.0,01.Morning
Tea,6.2,Hell's Kitchen,21/05/2023,02:28.0,01.Morning
Coffee,6.2,Lower Manhattan,05/06/2023,47:13.0,03.Evening
Tea,6.2,Astoria,23/05/2023,49:29.0,01.Morning
Tea,6.2,Lower Manhattan,25/05/2023,48:22.0,01.Morning
Coffee,6.2,Astoria,10/06/2023,04:11.0,01.Morning
Coffee,6.2,Lower Manhattan,05/05/2023,44:39.0,01.Morning
Coffee,6.2,Astoria,08/06/2023,10:05.0,02.Afternoon
Tea,6.2,Hell's Kitchen,27/05/2023,30:23.0,01.Morning
Coffee,6.2,Astoria,05/05/2023,10:55.0,02.Afternoon
Coffee,6.2,Astoria,30/06/2023,02:02.0,01.Morning
Coffee,6.2,Hell's Kitchen,24/06/2023,29:07.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,11/05/2023,06:41.0,01.Morning
Coffee,6.2,Astoria,05/05/2023,47:49.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,08/06/2023,20:19.0,02.Afternoon
Tea,6.2,Hell's Kitchen,27/05/2023,15:41.0,01.Morning
Tea,6.2,Astoria,04/05/2023,59:32.0,02.Afternoon
Tea,6.2,Hell's Kitchen,08/06/2023,32:05.0,01.Morning
Tea,6.2,Astoria,18/05/2023,03:13.0,01.Morning
Tea,6.2,Hell's Kitchen,04/05/2023,08:39.0,03.Evening
Coffee,6.2,Hell's Kitchen,15/05/2023,18:04.0,01.Morning
Tea,6.2,Hell's Kitchen,23/05/2023,53:50.0,01.Morning
Tea,6.2,Hell's Kitchen,10/06/2023,31:02.0,02.Afternoon
Coffee,6.2,Astoria,10/06/2023,09:15.0,02.Afternoon
Coffee,6.2,Lower Manhattan,10/06/2023,07:15.0,02.Afternoon
Coffee,6.2,Astoria,10/05/2023,55:46.0,03.Evening
Coffee,6.2,Astoria,15/05/2023,28:20.0,02.Afternoon
Coffee,6.2,Astoria,15/05/2023,29:29.0,01.Morning
Tea,6.2,Astoria,10/06/2023,51:55.0,03.Evening
Tea,6.2,Hell's Kitchen,19/06/2023,56:44.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,11/06/2023,06:41.0,01.Morning
Tea,6.2,Astoria,26/05/2023,17:40.0,03.Evening
Tea,6.2,Hell's Kitchen,04/05/2023,18:00.0,03.Evening
Coffee,6.2,Astoria,29/06/2023,48:56.0,01.Morning
Tea,6.2,Astoria,11/06/2023,41:02.0,01.Morning
Tea,6.2,Lower Manhattan,07/06/2023,15:07.0,01.Morning
Coffee,6.2,Astoria,22/05/2023,47:39.0,01.Morning
Coffee,6.2,Hell's Kitchen,30/06/2023,51:17.0,01.Morning
Coffee,6.2,Astoria,22/05/2023,11:11.0,01.Morning
Coffee,6.2,Hell's Kitchen,26/05/2023,56:03.0,03.Evening
Coffee,6.2,Astoria,06/06/2023,44:49.0,02.Afternoon
Coffee,6.2,Lower Manhattan,05/05/2023,39:52.0,01.Morning
Tea,6.2,Astoria,03/05/2023,51:09.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,06/06/2023,11:53.0,03.Evening
Tea,6.2,Hell's Kitchen,18/05/2023,00:59.0,03.Evening
Tea,6.2,Hell's Kitchen,18/06/2023,00:59.0,03.Evening
Tea,6.2,Astoria,27/05/2023,25:56.0,02.Afternoon
Coffee,6.2,Astoria,30/06/2023,53:39.0,02.Afternoon
Tea,6.2,Hell's Kitchen,04/06/2023,49:27.0,03.Evening
Tea,6.2,Astoria,07/06/2023,46:13.0,01.Morning
Coffee,6.2,Lower Manhattan,08/06/2023,20:47.0,01.Morning
Tea,6.2,Hell's Kitchen,21/05/2023,57:41.0,01.Morning
Tea,6.2,Lower Manhattan,10/05/2023,16:18.0,01.Morning
Coffee,6.2,Lower Manhattan,19/06/2023,29:20.0,01.Morning
Coffee,6.2,Hell's Kitchen,18/05/2023,38:54.0,03.Evening
Tea,6.2,Astoria,18/06/2023,52:12.0,02.Afternoon
Coffee,6.2,Lower Manhattan,08/06/2023,07:40.0,03.Evening
Coffee,6.2,Hell's Kitchen,19/06/2023,52:57.0,01.Morning
Tea,6.2,Hell's Kitchen,30/06/2023,10:33.0,01.Morning
Tea,6.2,Lower Manhattan,22/05/2023,07:22.0,01.Morning
Coffee,6.2,Hell's Kitchen,16/05/2023,02:56.0,01.Morning
Coffee,6.2,Astoria,15/05/2023,42:56.0,03.Evening
Tea,6.2,Astoria,25/05/2023,45:23.0,01.Morning
Coffee,6.2,Hell's Kitchen,08/06/2023,04:19.0,01.Morning
Tea,6.2,Hell's Kitchen,18/05/2023,07:46.0,01.Morning
Coffee,6.2,Astoria,18/05/2023,51:35.0,01.Morning
Coffee,6.2,Astoria,15/05/2023,24:53.0,03.Evening
Coffee,6.2,Hell's Kitchen,18/05/2023,15:46.0,01.Morning
Tea,6.2,Lower Manhattan,02/05/2023,28:57.0,02.Afternoon
Coffee,6.2,Lower Manhattan,24/06/2023,18:02.0,01.Morning
Tea,6.2,Astoria,11/06/2023,09:12.0,02.Afternoon
Coffee,6.2,Lower Manhattan,09/05/2023,59:55.0,01.Morning
Tea,6.2,Hell's Kitchen,11/05/2023,25:29.0,01.Morning
Coffee,6.2,Hell's Kitchen,04/05/2023,41:31.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,24/06/2023,45:11.0,01.Morning
Tea,6.2,Hell's Kitchen,26/05/2023,14:16.0,03.Evening
Coffee,6.2,Astoria,08/06/2023,03:39.0,03.Evening
Tea,6.2,Hell's Kitchen,22/06/2023,39:17.0,02.Afternoon
Coffee,6.2,Astoria,05/05/2023,53:42.0,01.Morning
Coffee,6.2,Lower Manhattan,03/06/2023,06:01.0,03.Evening
Tea,6.2,Astoria,11/05/2023,41:02.0,01.Morning
Tea,6.2,Lower Manhattan,02/05/2023,15:35.0,03.Evening
Coffee,6.2,Lower Manhattan,02/05/2023,03:08.0,01.Morning
Coffee,6.2,Hell's Kitchen,02/05/2023,49:20.0,02.Afternoon
Tea,6.2,Lower Manhattan,25/06/2023,31:14.0,03.Evening
Coffee,6.2,Lower Manhattan,11/05/2023,32:30.0,01.Morning
Coffee,6.2,Hell's Kitchen,08/05/2023,01:16.0,03.Evening
Tea,6.2,Astoria,26/06/2023,40:40.0,01.Morning
Coffee,6.2,Hell's Kitchen,25/06/2023,41:00.0,01.Morning
Coffee,6.2,Astoria,30/06/2023,40:40.0,03.Evening
Tea,6.2,Hell's Kitchen,27/05/2023,12:45.0,02.Afternoon
Tea,6.2,Hell's Kitchen,11/06/2023,59:04.0,03.Evening
Tea,6.2,Hell's Kitchen,25/06/2023,11:39.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,13/05/2023,36:15.0,01.Morning
Coffee,6.2,Astoria,31/05/2023,31:58.0,02.Afternoon
Tea,6.2,Astoria,25/06/2023,54:53.0,02.Afternoon
Coffee,6.2,Astoria,22/06/2023,27:14.0,01.Morning
Tea,6.2,Astoria,25/06/2023,12:06.0,03.Evening
Coffee,6.2,Astoria,08/06/2023,26:28.0,03.Evening
Tea,6.2,Hell's Kitchen,11/05/2023,59:11.0,01.Morning
Tea,6.2,Lower Manhattan,23/06/2023,28:29.0,02.Afternoon
Tea,6.2,Hell's Kitchen,10/05/2023,36:46.0,01.Morning
Coffee,6.2,Astoria,04/05/2023,02:15.0,03.Evening
Coffee,6.2,Astoria,23/06/2023,12:46.0,01.Morning
Tea,6.2,Lower Manhattan,23/06/2023,22:02.0,02.Afternoon
Tea,6.2,Astoria,23/06/2023,27:10.0,01.Morning
Tea,6.2,Hell's Kitchen,30/05/2023,49:07.0,01.Morning
Tea,6.2,Hell's Kitchen,24/05/2023,53:56.0,02.Afternoon
Coffee,6.2,Lower Manhattan,05/06/2023,04:58.0,01.Morning
Tea,6.2,Hell's Kitchen,25/06/2023,02:48.0,03.Evening
Coffee,6.2,Hell's Kitchen,28/05/2023,29:46.0,03.Evening
Coffee,6.2,Astoria,13/05/2023,05:15.0,01.Morning
Tea,6.2,Astoria,06/05/2023,43:37.0,03.Evening
Tea,6.2,Lower Manhattan,09/05/2023,58:58.0,03.Evening
Coffee,6.2,Astoria,11/05/2023,53:39.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,03/06/2023,24:30.0,03.Evening
Coffee,6.2,Lower Manhattan,31/05/2023,51:48.0,03.Evening
Coffee,6.2,Astoria,29/06/2023,58:10.0,01.Morning
Tea,6.2,Lower Manhattan,30/05/2023,42:31.0,01.Morning
Tea,6.2,Lower Manhattan,03/05/2023,42:59.0,03.Evening
Tea,6.2,Hell's Kitchen,23/05/2023,51:46.0,01.Morning
Tea,6.2,Hell's Kitchen,07/05/2023,38:24.0,01.Morning
Tea,6.2,Astoria,22/06/2023,07:06.0,03.Evening
Coffee,6.2,Astoria,29/05/2023,13:33.0,01.Morning
Tea,6.2,Hell's Kitchen,24/06/2023,35:57.0,01.Morning
Tea,6.2,Hell's Kitchen,23/06/2023,21:09.0,03.Evening
Coffee,6.2,Hell's Kitchen,13/05/2023,18:40.0,01.Morning
Tea,6.2,Lower Manhattan,11/05/2023,35:35.0,01.Morning
Coffee,6.2,Lower Manhattan,12/06/2023,07:23.0,03.Evening
Coffee,6.2,Astoria,23/06/2023,51:30.0,03.Evening
Tea,6.2,Lower Manhattan,30/05/2023,09:20.0,02.Afternoon
Tea,6.2,Astoria,09/05/2023,44:47.0,02.Afternoon
Coffee,6.2,Astoria,05/06/2023,11:32.0,02.Afternoon
Tea,6.2,Lower Manhattan,12/05/2023,34:11.0,01.Morning
Coffee,6.2,Astoria,23/06/2023,45:09.0,03.Evening
Tea,6.2,Astoria,27/06/2023,46:46.0,01.Morning
Coffee,6.2,Hell's Kitchen,21/06/2023,35:17.0,04.Night
Tea,6.2,Astoria,21/06/2023,09:48.0,03.Evening
Tea,6.2,Hell's Kitchen,21/06/2023,57:41.0,01.Morning
Coffee,6.2,Hell's Kitchen,09/05/2023,38:48.0,01.Morning
Tea,6.2,Hell's Kitchen,10/05/2023,27:54.0,01.Morning
Tea,6.2,Hell's Kitchen,28/06/2023,03:16.0,01.Morning
Tea,6.2,Lower Manhattan,21/06/2023,52:50.0,01.Morning
Coffee,6.2,Lower Manhattan,27/06/2023,49:34.0,01.Morning
Tea,6.2,Lower Manhattan,28/06/2023,54:33.0,01.Morning
Coffee,6.2,Astoria,28/06/2023,37:07.0,02.Afternoon
Coffee,6.2,Astoria,10/05/2023,51:54.0,01.Morning
Coffee,6.2,Lower Manhattan,03/06/2023,04:48.0,02.Afternoon
Tea,6.2,Astoria,26/05/2023,40:24.0,01.Morning
Tea,6.2,Astoria,27/06/2023,25:56.0,02.Afternoon
Coffee,6.2,Astoria,27/06/2023,16:25.0,02.Afternoon
Coffee,6.2,Astoria,10/05/2023,02:55.0,01.Morning
Tea,6.2,Hell's Kitchen,06/05/2023,00:48.0,02.Afternoon
Tea,6.2,Astoria,22/06/2023,31:22.0,01.Morning
Coffee,6.2,Astoria,01/06/2023,51:07.0,03.Evening
Tea,6.2,Astoria,22/06/2023,36:20.0,01.Morning
Tea,6.2,Lower Manhattan,21/05/2023,14:04.0,02.Afternoon
Coffee,6.2,Astoria,29/06/2023,13:33.0,01.Morning
Tea,6.2,Hell's Kitchen,25/05/2023,02:48.0,03.Evening
Coffee,6.2,Hell's Kitchen,28/06/2023,50:37.0,03.Evening
Coffee,6.2,Astoria,29/05/2023,59:51.0,02.Afternoon
Coffee,6.2,Lower Manhattan,29/06/2023,50:26.0,01.Morning
Coffee,6.2,Astoria,23/06/2023,48:50.0,03.Evening
Tea,6.2,Lower Manhattan,29/06/2023,36:50.0,02.Afternoon
Tea,6.2,Astoria,29/06/2023,35:26.0,02.Afternoon
Tea,6.2,Hell's Kitchen,02/06/2023,46:07.0,03.Evening
Tea,6.2,Astoria,27/05/2023,27:35.0,01.Morning
Coffee,6.2,Astoria,09/05/2023,28:15.0,01.Morning
Tea,6.2,Astoria,26/06/2023,56:05.0,01.Morning
Coffee,6.2,Astoria,15/05/2023,35:22.0,03.Evening
Tea,6.2,Astoria,26/06/2023,28:04.0,01.Morning
Tea,6.2,Hell's Kitchen,29/06/2023,44:26.0,03.Evening
Tea,6.2,Lower Manhattan,21/06/2023,14:04.0,02.Afternoon
Coffee,6.2,Lower Manhattan,28/06/2023,50:18.0,02.Afternoon
Tea,6.2,Lower Manhattan,29/06/2023,47:15.0,03.Evening
Tea,6.2,Hell's Kitchen,31/05/2023,00:19.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,11/05/2023,47:14.0,01.Morning
Coffee,6.2,Lower Manhattan,27/05/2023,49:34.0,01.Morning
Coffee,6.2,Astoria,26/06/2023,31:27.0,03.Evening
Tea,6.2,Astoria,11/05/2023,02:25.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,26/06/2023,56:03.0,03.Evening
Coffee,6.2,Lower Manhattan,26/06/2023,24:54.0,01.Morning
Tea,6.2,Astoria,29/06/2023,11:31.0,02.Afternoon
Coffee,6.2,Astoria,26/06/2023,37:52.0,01.Morning
Coffee,6.2,Hell's Kitchen,09/05/2023,40:40.0,01.Morning
Tea,6.2,Lower Manhattan,29/06/2023,07:47.0,01.Morning
Coffee,6.2,Hell's Kitchen,02/06/2023,28:59.0,02.Afternoon
Tea,6.2,Astoria,26/06/2023,23:35.0,01.Morning
Coffee,6.2,Astoria,01/06/2023,31:38.0,02.Afternoon
Tea,6.2,Astoria,23/06/2023,18:00.0,03.Evening
Coffee,6.2,Astoria,29/06/2023,44:07.0,01.Morning
Coffee,6.2,Lower Manhattan,11/05/2023,01:56.0,03.Evening
Coffee,6.2,Astoria,22/05/2023,26:35.0,01.Morning
Coffee,6.2,Hell's Kitchen,28/06/2023,29:46.0,03.Evening
Tea,6.2,Lower Manhattan,03/06/2023,59:54.0,02.Afternoon
Coffee,6.2,Astoria,09/05/2023,02:51.0,01.Morning
Coffee,6.2,Astoria,19/06/2023,09:55.0,01.Morning
Coffee,6.2,Astoria,27/05/2023,24:48.0,02.Afternoon
Coffee,6.2,Astoria,08/05/2023,58:47.0,02.Afternoon
Coffee,6.2,Lower Manhattan,08/05/2023,04:38.0,02.Afternoon
Tea,6.2,Astoria,25/06/2023,40:02.0,03.Evening
Tea,6.2,Lower Manhattan,22/06/2023,15:15.0,01.Morning
Tea,6.2,Hell's Kitchen,08/05/2023,43:31.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,19/06/2023,51:55.0,01.Morning
Tea,6.2,Lower Manhattan,01/06/2023,51:38.0,01.Morning
Coffee,6.2,Astoria,04/05/2023,40:06.0,01.Morning
Coffee,6.2,Astoria,28/06/2023,06:50.0,01.Morning
Tea,6.2,Astoria,30/06/2023,14:57.0,01.Morning
Tea,6.2,Astoria,25/06/2023,51:22.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,13/06/2023,53:31.0,01.Morning
Tea,6.2,Lower Manhattan,28/05/2023,46:03.0,02.Afternoon
Tea,6.2,Lower Manhattan,01/06/2023,08:56.0,01.Morning
Coffee,6.2,Astoria,08/05/2023,26:28.0,03.Evening
Tea,6.2,Astoria,28/05/2023,25:00.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,08/05/2023,39:04.0,01.Morning
Tea,6.2,Astoria,29/06/2023,34:08.0,01.Morning
Tea,6.2,Astoria,27/06/2023,42:53.0,03.Evening
Coffee,6.2,Lower Manhattan,13/06/2023,41:42.0,01.Morning
Coffee,6.2,Hell's Kitchen,07/05/2023,44:59.0,03.Evening
Tea,6.2,Hell's Kitchen,28/05/2023,14:16.0,02.Afternoon
Coffee,6.2,Astoria,19/06/2023,22:36.0,03.Evening
Tea,6.2,Lower Manhattan,08/05/2023,28:12.0,01.Morning
Tea,6.2,Lower Manhattan,04/06/2023,01:25.0,02.Afternoon
Tea,6.2,Lower Manhattan,07/05/2023,09:54.0,01.Morning
Coffee,6.2,Lower Manhattan,08/05/2023,24:30.0,01.Morning
Tea,6.2,Astoria,29/06/2023,10:35.0,01.Morning
Coffee,6.2,Hell's Kitchen,06/05/2023,10:16.0,02.Afternoon
Tea,6.2,Astoria,08/06/2023,22:46.0,02.Afternoon
Tea,6.2,Hell's Kitchen,10/06/2023,27:54.0,01.Morning
Coffee,6.2,Astoria,01/06/2023,41:22.0,03.Evening
Tea,6.2,Hell's Kitchen,10/05/2023,39:19.0,01.Morning
Coffee,6.2,Astoria,26/06/2023,33:06.0,03.Evening
Tea,6.2,Astoria,24/05/2023,43:38.0,03.Evening
Tea,6.2,Hell's Kitchen,28/06/2023,14:16.0,02.Afternoon
Tea,6.2,Astoria,22/06/2023,40:54.0,02.Afternoon
Coffee,6.2,Astoria,04/06/2023,05:41.0,02.Afternoon
Tea,6.2,Hell's Kitchen,01/06/2023,22:19.0,03.Evening
Coffee,6.2,Astoria,10/06/2023,02:02.0,01.Morning
Tea,6.2,Astoria,21/06/2023,51:17.0,01.Morning
Tea,6.2,Hell's Kitchen,18/06/2023,07:46.0,01.Morning
Tea,6.2,Hell's Kitchen,09/05/2023,05:21.0,03.Evening
Tea,6.2,Astoria,09/05/2023,52:51.0,03.Evening
Tea,6.2,Astoria,26/06/2023,40:24.0,01.Morning
Coffee,6.2,Hell's Kitchen,30/06/2023,57:08.0,01.Morning
Tea,6.2,Hell's Kitchen,24/05/2023,38:42.0,01.Morning
Tea,6.2,Astoria,05/05/2023,19:50.0,03.Evening
Coffee,6.2,Hell's Kitchen,09/06/2023,52:12.0,01.Morning
Coffee,6.2,Astoria,07/05/2023,17:49.0,03.Evening
Tea,6.2,Astoria,17/06/2023,59:43.0,01.Morning
Coffee,6.2,Astoria,15/06/2023,28:20.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,18/06/2023,15:46.0,01.Morning
Tea,6.2,Astoria,03/05/2023,41:02.0,02.Afternoon
Coffee,6.2,Astoria,02/06/2023,29:04.0,02.Afternoon
Coffee,6.2,Astoria,01/06/2023,20:06.0,02.Afternoon
Tea,6.2,Hell's Kitchen,18/06/2023,29:12.0,01.Morning
Tea,6.2,Hell's Kitchen,12/05/2023,13:40.0,02.Afternoon
Coffee,6.2,Lower Manhattan,18/06/2023,42:35.0,01.Morning
Tea,6.2,Hell's Kitchen,13/05/2023,18:00.0,01.Morning
Coffee,6.2,Astoria,24/06/2023,25:32.0,01.Morning
Tea,6.2,Astoria,27/05/2023,46:46.0,01.Morning
Tea,6.2,Lower Manhattan,23/05/2023,22:02.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,04/06/2023,01:37.0,01.Morning
Tea,6.2,Lower Manhattan,06/05/2023,48:22.0,02.Afternoon
Tea,6.2,Hell's Kitchen,05/05/2023,01:08.0,02.Afternoon
Tea,6.2,Astoria,06/06/2023,18:26.0,03.Evening
Coffee,6.2,Astoria,29/05/2023,37:34.0,03.Evening
Tea,6.2,Lower Manhattan,03/06/2023,15:16.0,01.Morning
Coffee,6.2,Lower Manhattan,05/05/2023,07:35.0,02.Afternoon
Tea,6.2,Lower Manhattan,22/06/2023,07:22.0,01.Morning
Tea,6.2,Astoria,30/06/2023,40:58.0,03.Evening
Tea,6.2,Astoria,03/05/2023,48:31.0,03.Evening
Coffee,6.2,Hell's Kitchen,03/05/2023,55:36.0,02.Afternoon
Tea,6.2,Lower Manhattan,08/06/2023,22:31.0,02.Afternoon
Coffee,6.2,Astoria,22/06/2023,46:32.0,01.Morning
Tea,6.2,Astoria,26/06/2023,12:43.0,03.Evening
Coffee,6.2,Astoria,11/06/2023,42:28.0,01.Morning
Tea,6.2,Astoria,28/05/2023,01:52.0,03.Evening
Coffee,6.2,Astoria,09/05/2023,30:27.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,08/06/2023,43:38.0,02.Afternoon
Coffee,6.2,Lower Manhattan,13/05/2023,06:48.0,01.Morning
Tea,6.2,Astoria,29/05/2023,11:31.0,02.Afternoon
Tea,6.2,Hell's Kitchen,29/05/2023,44:26.0,03.Evening
Coffee,6.2,Lower Manhattan,22/06/2023,09:05.0,02.Afternoon
Tea,6.2,Lower Manhattan,22/06/2023,49:49.0,02.Afternoon
Tea,6.2,Astoria,29/05/2023,20:30.0,03.Evening
Tea,6.2,Astoria,22/06/2023,52:31.0,02.Afternoon
Tea,6.2,Hell's Kitchen,16/06/2023,10:33.0,01.Morning
Coffee,6.2,Lower Manhattan,07/06/2023,59:49.0,01.Morning
Coffee,6.2,Lower Manhattan,11/06/2023,28:29.0,01.Morning
Coffee,6.2,Astoria,29/05/2023,44:07.0,01.Morning
Tea,6.2,Lower Manhattan,09/05/2023,58:37.0,02.Afternoon
Coffee,6.2,Astoria,22/06/2023,12:56.0,03.Evening
Tea,6.2,Hell's Kitchen,23/05/2023,34:00.0,03.Evening
Coffee,6.2,Lower Manhattan,22/06/2023,09:28.0,01.Morning
Tea,6.2,Lower Manhattan,13/06/2023,21:39.0,01.Morning
Tea,6.2,Lower Manhattan,30/05/2023,01:23.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,03/05/2023,24:30.0,03.Evening
Tea,6.2,Hell's Kitchen,20/06/2023,51:12.0,02.Afternoon
Tea,6.2,Lower Manhattan,25/06/2023,00:11.0,01.Morning
Coffee,6.2,Astoria,06/05/2023,44:49.0,02.Afternoon
Coffee,6.2,Astoria,23/06/2023,32:11.0,03.Evening
Tea,6.2,Hell's Kitchen,20/06/2023,48:19.0,04.Night
Tea,6.2,Astoria,15/05/2023,51:19.0,03.Evening
Tea,6.2,Astoria,30/05/2023,48:02.0,01.Morning
Coffee,6.2,Hell's Kitchen,22/06/2023,12:54.0,01.Morning
Coffee,6.2,Astoria,24/06/2023,36:29.0,02.Afternoon
Coffee,6.2,Astoria,24/06/2023,57:34.0,01.Morning
Tea,6.2,Astoria,06/05/2023,37:42.0,02.Afternoon
Coffee,6.2,Lower Manhattan,08/05/2023,01:41.0,01.Morning
Coffee,6.2,Astoria,29/05/2023,26:26.0,01.Morning
Tea,6.2,Lower Manhattan,12/06/2023,01:23.0,02.Afternoon
Coffee,6.2,Hell's Kitchen,06/05/2023,46:24.0,02.Afternoon
Tea,6.2,Astoria,11/05/2023,46:01.0,03.Evening
Coffee,6.2,Lower Manhattan,13/05/2023,40:28.0,01.Morning
Tea,6.2,Hell's Kitchen,04/06/2023,18:00.0,03.Evening
Coffee,6.2,Astoria,26/06/2023,09:42.0,02.Afternoon
